Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  0.00      1.50     0.00   362141     0.00     0.00  bool __gnu_cxx::operator!=<Coord*, std::vector<Coord, std::allocator<Coord> > >(__gnu_cxx::__normal_iterator<Coord*, std::vector<Coord, std::allocator<Coord> > > const&, __gnu_cxx::__normal_iterator<Coord*, std::vector<Coord, std::allocator<Coord> > > const&)
  0.00      1.50     0.00   359445     0.00     0.00  Move::~Move()
  0.00      1.50     0.00   331845     0.00     0.00  std::__detail::_Hashtable_ebo_helper<0, std::__detail::_Identity, true>::_S_get(std::__detail::_Hashtable_ebo_helper<0, std::__detail::_Identity, true>&)
  0.00      1.50     0.00   328800     0.00     0.00  std::__detail::_Hash_code_base<BitPieceInfo, BitPieceInfo, std::__detail::_Identity, std::hash<BitPieceInfo>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, true>::_M_extract()
  0.00      1.50     0.00   324710     0.00     0.00  std::__detail::_Hash_node_base::_Hash_node_base()
  0.00      1.50     0.00   322347     0.00     0.00  std::__detail::_Prime_rehash_policy::_M_state() const
  0.00      1.50     0.00   318707     0.00     0.00  std::__detail::_Node_iterator<BitPieceInfo, true, true>::_Node_iterator(std::__detail::_Hash_node<BitPieceInfo, true>*)
  0.00      1.50     0.00   318707     0.00     0.00  std::__detail::_Node_iterator_base<BitPieceInfo, true>::_Node_iterator_base(std::__detail::_Hash_node<BitPieceInfo, true>*)
  0.00      1.50     0.00   316353     0.00     0.00  void __gnu_cxx::new_allocator<BitPieceInfo>::destroy<BitPieceInfo>(BitPieceInfo*)
  0.00      1.50     0.00   316353     0.00     0.00  void __gnu_cxx::new_allocator<BitPieceInfo>::construct<BitPieceInfo, BitPieceInfo const&>(BitPieceInfo*, BitPieceInfo const&)
  0.00      1.50     0.00   316353     0.00     0.00  __gnu_cxx::new_allocator<std::__detail::_Hash_node<BitPieceInfo, true> >::deallocate(std::__detail::_Hash_node<BitPieceInfo, true>*, unsigned long)
  0.00      1.50     0.00   316353     0.00     0.00  __gnu_cxx::new_allocator<std::__detail::_Hash_node<BitPieceInfo, true> >::allocate(unsigned long, void const*)
  0.00      1.50     0.00   316353     0.00     0.00  __gnu_cxx::new_allocator<std::__detail::_Hash_node<BitPieceInfo, true> >::max_size() const
  0.00      1.50     0.00   316353     0.00     0.00  std::_Hashtable<BitPieceInfo, BitPieceInfo, std::allocator<BitPieceInfo>, std::__detail::_Identity, std::equal_to<BitPieceInfo>, std::hash<BitPieceInfo>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, true, true> >::_M_find_node(unsigned long, BitPieceInfo const&, unsigned long) const
  0.00      1.50     0.00   316353     0.00     0.00  std::_Hashtable<BitPieceInfo, BitPieceInfo, std::allocator<BitPieceInfo>, std::__detail::_Identity, std::equal_to<BitPieceInfo>, std::hash<BitPieceInfo>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, true, true> >::_M_find_before_node(unsigned long, BitPieceInfo const&, unsigned long) const
  0.00      1.50     0.00   316353     0.00     0.00  std::__detail::_Hash_code_base<BitPieceInfo, BitPieceInfo, std::__detail::_Identity, std::hash<BitPieceInfo>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, true>::_M_store_code(std::__detail::_Hash_node<BitPieceInfo, true>*, unsigned long) const
  0.00      1.50     0.00   316353     0.00     0.00  BitPieceInfo const& std::__detail::_Identity::operator()<BitPieceInfo const&>(BitPieceInfo const&) const
  0.00      1.50     0.00   316353     0.00     0.00  std::_Hashtable<BitPieceInfo, BitPieceInfo, std::allocator<BitPieceInfo>, std::__detail::_Identity, std::equal_to<BitPieceInfo>, std::hash<BitPieceInfo>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, true, true> >::_M_insert_unique_node(unsigned long, unsigned long, std::__detail::_Hash_node<BitPieceInfo, true>*)
  0.00      1.50     0.00   316353     0.00     0.00  std::_Hashtable<BitPieceInfo, BitPieceInfo, std::allocator<BitPieceInfo>, std::__detail::_Identity, std::equal_to<BitPieceInfo>, std::hash<BitPieceInfo>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, true, true> >::_M_insert_bucket_begin(unsigned long, std::__detail::_Hash_node<BitPieceInfo, true>*)
  0.00      1.50     0.00   316353     0.00     0.00  std::pair<std::__detail::_Node_iterator<BitPieceInfo, true, true>, bool> std::_Hashtable<BitPieceInfo, BitPieceInfo, std::allocator<BitPieceInfo>, std::__detail::_Identity, std::equal_to<BitPieceInfo>, std::hash<BitPieceInfo>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, true, true> >::_M_insert<BitPieceInfo const&, std::__detail::_AllocNode<std::allocator<std::__detail::_Hash_node<BitPieceInfo, true> > > >(BitPieceInfo const&, std::__detail::_AllocNode<std::allocator<std::__detail::_Hash_node<BitPieceInfo, true> > > const&, std::integral_constant<bool, true>)
  0.00      1.50     0.00   316353     0.00     0.00  std::unordered_set<BitPieceInfo, std::hash<BitPieceInfo>, std::equal_to<BitPieceInfo>, std::allocator<BitPieceInfo> >::insert(BitPieceInfo const&)
  0.00      1.50     0.00   316353     0.00     0.00  std::pointer_traits<std::__detail::_Hash_node<BitPieceInfo, true>*>::pointer_to(std::__detail::_Hash_node<BitPieceInfo, true>&)
  0.00      1.50     0.00   316353     0.00     0.00  void std::allocator_traits<std::allocator<BitPieceInfo> >::destroy<BitPieceInfo>(std::allocator<BitPieceInfo>&, BitPieceInfo*)
  0.00      1.50     0.00   316353     0.00     0.00  void std::allocator_traits<std::allocator<BitPieceInfo> >::construct<BitPieceInfo, BitPieceInfo const&>(std::allocator<BitPieceInfo>&, BitPieceInfo*, BitPieceInfo const&)
  0.00      1.50     0.00   316353     0.00     0.00  std::allocator_traits<std::allocator<std::__detail::_Hash_node<BitPieceInfo, true> > >::deallocate(std::allocator<std::__detail::_Hash_node<BitPieceInfo, true> >&, std::__detail::_Hash_node<BitPieceInfo, true>*, unsigned long)
  0.00      1.50     0.00   316353     0.00     0.00  std::allocator_traits<std::allocator<std::__detail::_Hash_node<BitPieceInfo, true> > >::allocate(std::allocator<std::__detail::_Hash_node<BitPieceInfo, true> >&, unsigned long)
  0.00      1.50     0.00   316353     0.00     0.00  std::__detail::_AllocNode<std::allocator<std::__detail::_Hash_node<BitPieceInfo, true> > >::_AllocNode(std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<BitPieceInfo, true> > >&)
  0.00      1.50     0.00   316353     0.00     0.00  std::__detail::_Hash_node<BitPieceInfo, true>::_Hash_node()
  0.00      1.50     0.00   316353     0.00     0.00  std::__detail::_Insert_base<BitPieceInfo, BitPieceInfo, std::allocator<BitPieceInfo>, std::__detail::_Identity, std::equal_to<BitPieceInfo>, std::hash<BitPieceInfo>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, true, true> >::_M_conjure_hashtable()
  0.00      1.50     0.00   316353     0.00     0.00  std::__detail::_Insert_base<BitPieceInfo, BitPieceInfo, std::allocator<BitPieceInfo>, std::__detail::_Identity, std::equal_to<BitPieceInfo>, std::hash<BitPieceInfo>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, true, true> >::insert(BitPieceInfo const&)
  0.00      1.50     0.00   316353     0.00     0.00  std::__detail::_Hash_node<BitPieceInfo, true>* std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<BitPieceInfo, true> > >::_M_allocate_node<BitPieceInfo const&>(BitPieceInfo const&)
  0.00      1.50     0.00   316353     0.00     0.00  std::__detail::_Hash_node<BitPieceInfo, true>* std::addressof<std::__detail::_Hash_node<BitPieceInfo, true> >(std::__detail::_Hash_node<BitPieceInfo, true>&)
  0.00      1.50     0.00   316353     0.00     0.00  std::pair<std::__decay_and_strip<std::__detail::_Node_iterator<BitPieceInfo, true, true> >::__type, std::__decay_and_strip<bool>::__type> std::make_pair<std::__detail::_Node_iterator<BitPieceInfo, true, true>, bool>(std::__detail::_Node_iterator<BitPieceInfo, true, true>&&, bool&&)
  0.00      1.50     0.00   312474     0.00     0.00  std::_Vector_base<Coord, std::allocator<Coord> >::_M_allocate(unsigned long)
  0.00      1.50     0.00   312472     0.00     0.00  std::allocator_traits<std::allocator<Coord> >::allocate(std::allocator<Coord>&, unsigned long)
  0.00      1.50     0.00   310165     0.00     0.00  __gnu_cxx::new_allocator<int>::~new_allocator()
  0.00      1.50     0.00   310165     0.00     0.00  std::allocator<int>::~allocator()
  0.00      1.50     0.00   309313     0.00     0.00  std::vector<Coord, std::allocator<Coord> >::begin() const
  0.00      1.50     0.00   304203     0.00     0.00  std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator()
  0.00      1.50     0.00   304093     0.00     0.00  __gnu_cxx::new_allocator<int>::new_allocator(__gnu_cxx::new_allocator<int> const&)
  0.00      1.50     0.00   304093     0.00     0.00  std::allocator<int>::allocator(std::allocator<int> const&)
  0.00      1.50     0.00   304008     0.00     0.00  __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::__normal_iterator(int const* const&)
  0.00      1.50     0.00   304008     0.00     0.00  std::vector<int, std::allocator<int> >* std::__addressof<std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >&)
  0.00      1.50     0.00   304008     0.00     0.00  __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > std::__miter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >)
  0.00      1.50     0.00   300060     0.00     0.00  std::vector<Coord, std::allocator<Coord> >::max_size() const
  0.00      1.50     0.00   300060     0.00     0.00  std::allocator_traits<std::allocator<Coord> >::max_size(std::allocator<Coord> const&)
  0.00      1.50     0.00   300060     0.00     0.00  Coord* std::uninitialized_copy<std::move_iterator<Coord*>, Coord*>(std::move_iterator<Coord*>, std::move_iterator<Coord*>, Coord*)
  0.00      1.50     0.00   300060     0.00     0.00  Coord* std::__uninitialized_copy_a<std::move_iterator<Coord*>, Coord*, Coord>(std::move_iterator<Coord*>, std::move_iterator<Coord*>, Coord*, std::allocator<Coord>&)
  0.00      1.50     0.00   300060     0.00     0.00  Coord* std::__uninitialized_move_if_noexcept_a<Coord*, Coord*, std::allocator<Coord> >(Coord*, Coord*, Coord*, std::allocator<Coord>&)
  0.00      1.50     0.00   300035     0.00     0.00  __gnu_cxx::new_allocator<Coord>::new_allocator()
  0.00      1.50     0.00   300035     0.00     0.00  std::allocator<Coord>::allocator()
  0.00      1.50     0.00   300028     0.00     0.00  std::_Vector_base<Coord, std::allocator<Coord> >::_Vector_impl::_Vector_impl()
  0.00      1.50     0.00   300028     0.00     0.00  std::_Vector_base<Coord, std::allocator<Coord> >::_Vector_base()
  0.00      1.50     0.00   300028     0.00     0.00  std::vector<Coord, std::allocator<Coord> >::vector()
  0.00      1.50     0.00   288852     0.00     0.00  __gnu_cxx::__normal_iterator<Coord*, std::vector<Coord, std::allocator<Coord> > >::operator++()
  0.00      1.50     0.00   286756     0.00     0.00  std::vector<MoveDirection, std::allocator<MoveDirection> >::end()
  0.00      1.50     0.00   286756     0.00     0.00  std::vector<MoveDirection, std::allocator<MoveDirection> >::begin()
  0.00      1.50     0.00   286756     0.00     0.00  std::vector<RotateDirection, std::allocator<RotateDirection> >::end()
  0.00      1.50     0.00   280021     0.00     0.00  std::vector<Coord, std::allocator<Coord> >::end() const
  0.00      1.50     0.00   229545     0.00     0.00  __gnu_cxx::new_allocator<Coord>::new_allocator(__gnu_cxx::new_allocator<Coord> const&)
  0.00      1.50     0.00   229545     0.00     0.00  std::allocator<Coord>::allocator(std::allocator<Coord> const&)
  0.00      1.50     0.00   223320     0.00     0.00  std::vector<Coord, std::allocator<Coord> >::begin()
  0.00      1.50     0.00   200040     0.00     0.00  void __gnu_cxx::new_allocator<Coord>::construct<Coord, Coord>(Coord*, Coord&&)
  0.00      1.50     0.00   200040     0.00     0.00  __gnu_cxx::__normal_iterator<Coord*, std::vector<Coord, std::allocator<Coord> > >::operator-(long) const
  0.00      1.50     0.00   200040     0.00     0.00  void std::allocator_traits<std::allocator<Coord> >::construct<Coord, Coord>(std::allocator<Coord>&, Coord*, Coord&&)
  0.00      1.50     0.00   200040     0.00     0.00  Coord& std::vector<Coord, std::allocator<Coord> >::emplace_back<Coord>(Coord&&)
  0.00      1.50     0.00   200040     0.00     0.00  std::vector<Coord, std::allocator<Coord> >::back()
  0.00      1.50     0.00   200040     0.00     0.00  std::vector<Coord, std::allocator<Coord> >::push_back(Coord&&)
  0.00      1.50     0.00   200040     0.00     0.00  std::remove_reference<Coord&>::type&& std::move<Coord&>(Coord&)
  0.00      1.50     0.00   200001     0.00     0.00  Move::Move()
  0.00      1.50     0.00   200000     0.00     0.00  void std::_Construct<Move>(Move*)
  0.00      1.50     0.00   200000     0.00     0.00  void std::_Destroy<Move>(Move*)
  0.00      1.50     0.00   184170     0.00     0.00  Coord::operator+=(Coord const&)
  0.00      1.50     0.00   182500     0.00     0.00  void __gnu_cxx::new_allocator<BlockType>::construct<BlockType, BlockType const&>(BlockType*, BlockType const&)
  0.00      1.50     0.00   182500     0.00     0.00  void std::allocator_traits<std::allocator<BlockType> >::construct<BlockType, BlockType const&>(std::allocator<BlockType>&, BlockType*, BlockType const&)
  0.00      1.50     0.00   182500     0.00     0.00  std::vector<BlockType, std::allocator<BlockType> >::push_back(BlockType const&)
  0.00      1.50     0.00   182500     0.00     0.00  std::vector<BlockType, std::allocator<BlockType> >::operator[](unsigned long)
  0.00      1.50     0.00   162437     0.00     0.00  Coord* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<Coord const*, std::vector<Coord, std::allocator<Coord> > >, Coord*>(__gnu_cxx::__normal_iterator<Coord const*, std::vector<Coord, std::allocator<Coord> > >, __gnu_cxx::__normal_iterator<Coord const*, std::vector<Coord, std::allocator<Coord> > >, Coord*)
  0.00      1.50     0.00   162437     0.00     0.00  Coord* std::uninitialized_copy<__gnu_cxx::__normal_iterator<Coord const*, std::vector<Coord, std::allocator<Coord> > >, Coord*>(__gnu_cxx::__normal_iterator<Coord const*, std::vector<Coord, std::allocator<Coord> > >, __gnu_cxx::__normal_iterator<Coord const*, std::vector<Coord, std::allocator<Coord> > >, Coord*)
  0.00      1.50     0.00   162437     0.00     0.00  Coord* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<Coord const*, std::vector<Coord, std::allocator<Coord> > >, Coord*, Coord>(__gnu_cxx::__normal_iterator<Coord const*, std::vector<Coord, std::allocator<Coord> > >, __gnu_cxx::__normal_iterator<Coord const*, std::vector<Coord, std::allocator<Coord> > >, Coord*, std::allocator<Coord>&)
  0.00      1.50     0.00   152137     0.00     0.00  int* std::__niter_base<int*>(int*)
  0.00      1.50     0.00   152113     0.00     0.00  __gnu_cxx::new_allocator<int>::max_size() const
  0.00      1.50     0.00   152098     0.00     0.00  void std::_Destroy_aux<true>::__destroy<int*>(int*, int*)
  0.00      1.50     0.00   152098     0.00     0.00  void std::_Destroy<int*>(int*, int*)
  0.00      1.50     0.00   152098     0.00     0.00  void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&)
  0.00      1.50     0.00   152097     0.00     0.00  __gnu_cxx::new_allocator<int>::deallocate(int*, unsigned long)
  0.00      1.50     0.00   152097     0.00     0.00  __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*)
  0.00      1.50     0.00   152097     0.00     0.00  std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long)
  0.00      1.50     0.00   152097     0.00     0.00  std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long)
  0.00      1.50     0.00   152097     0.00     0.00  std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long)
  0.00      1.50     0.00   152090     0.00     0.00  std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl()
  0.00      1.50     0.00   152090     0.00     0.00  std::_Vector_base<int, std::allocator<int> >::~_Vector_base()
  0.00      1.50     0.00   152089     0.00     0.00  std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&)
  0.00      1.50     0.00   152089     0.00     0.00  std::vector<int, std::allocator<int> >::~vector()
  0.00      1.50     0.00   152088     0.00     0.00  int* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<int>(int const*, int const*, int*)
  0.00      1.50     0.00   152088     0.00     0.00  int* std::__copy_move_a<false, int const*, int*>(int const*, int const*, int*)
  0.00      1.50     0.00   152020     0.00     0.00  std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const
  0.00      1.50     0.00   152005     0.00     0.00  std::_Vector_base<int, std::allocator<int> >::_M_create_storage(unsigned long)
  0.00      1.50     0.00   152005     0.00     0.00  std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&)
  0.00      1.50     0.00   152004     0.00     0.00  __gnu_cxx::__alloc_traits<std::allocator<int> >::_S_select_on_copy(std::allocator<int> const&)
